Name,Affiliations,Affiliation Score
Rosey,Spectres,1.0
Roshti,[],
Roshyk,Naberrie family,0.0
Rosita_Turuy,"['Galactic Republic', 'Coruscant Guard']",1.0
Rosser_Weno,Max Rebo Band,0.0
Rotta,[],
Royke,Royal House of Naboo,0.0
Roz_(Flurrg),"['Royal House of Naboo', 'Naboo Royal Handmaidens']",0.5
Roz_Fantanine,[],
Rralla,"['Galactic Empire', 'Alliance to Restore the Republic', 'Spectres', 'Mandalorian resistance']",0.5
Rrrn,[],
RS-2112,Ohnaka Gang,0.0
RS-318,"['Theed Conservatory', 'Royal House of Naboo', 'Naboo Royal Handmaidens', 'Galactic Republic', 'Hazard Squadron', 'Amidalans']",0.6666666666666666
Ru_Vushan,[],
Rubix,"['Resistance', 'Resistance army']",1.0
Rudaga,"['Royal House of Naboo', 'Naboo Royal Handmaidens', 'Galactic Republic', 'Naboo resistance', 'Amidalans']",0.8
Ruen,"['Galactic Empire', 'Imperial Security Bureau']",-1.0
Ruescott_Melshi,"['Vushan family', 'Partisans', 'Dreamers']",0.6666666666666666
Rufork_Tamson,Jabba Desilijic Tiure's criminal empire,-1.0
Rugor_Nass,"['Jedi Order', 'Jedi High Council', 'Jedi assault team', 'Galactic Republic', 'Grand Army of the Republic']",1.0
Ruk,"['New Republic', 'New Republic Defense Fleet']",1.0
Rukh,Ana Tolla's crew,0.0
Rum_Sleg,[],
Rumi_Paramita,[],
Rumitar_Shay,"['Resistance', 'Resistance army']",1.0
Rune_Haako,"['Alliance to Restore the Republic', 'Pathfinders']",1.0
Rununja,"['Alliance to Restore the Republic', 'Rebel Alliance Intelligence Service', 'Bothan spynet']",1.0
Rupo_Ud,"['Alliance to Restore the Republic', 'Rebel Alliance Intelligence Service', ""Sakhet's Noodles""]",0.6666666666666666
Rur,Jabba Desilijic Tiure's criminal empire,-1.0
Rush_(pilot),"['Resistance', 'Resistance army']",1.0
Rush_(rebel),"['Galactic Republic', ""Berch Teller's rebel cell""]",1.0
Rush_Clovis,Black Spire Station,-1.0
Rush_Cloviss_father,"['Galactic Republic', 'Kachirho Wookiee Militia']",1.0
Rusko,"['Resistance', 'Deep Fathom']",1.0
Rutar_Nuat,Takodana Castle,1.0
Rute_Gunnay,Twi'lek Resistance,1.0
Ruthford,Jedi Order,1.0
Ruuf_Waluuk,"['Galactic Empire', ""Imperial Navy's officer corps"", '204th Imperial Fighter Wing']",-1.0
Ruul,"['Galactic Empire', ""Kimmund's unit""]",-1.0
Ruwee_Naberrie,"['InterGalactic Banking Clan', 'Muunilinst Banking Clan', 'Confederacy of Independent Systems', 'Separatist Council']",-0.25
Ry_Nymbis,"[""University of Bar'leth"", 'Droid Gotra', 'Alliance to Restore the Republic']",0.0
Ryad,[],
Rycar_Ryjerd,"['Royal Court of Onderon', 'Confederacy of Independent Systems']",0.5
Ryden,Commission for a Safe and Secure Republic,1.0
Ryder_Azadi,[],
Ryiin,[],
Rylon,"['Alliance to Restore the Republic', 'Tatooine rebel cell']",1.0
Rylou_Watmill,"['Jedi Order', 'Jedi assault team']",1.0
Ryn_Biggleston,[],
Ryoo_Naberrie,[],
Rys,"['Galactic Empire', 'Foot Patrol 7']",-1.0
Rystáll_Sant,"['Resistance', 'J-Squadron']",1.0
Rythus,[],
Réillata,"['New Republic', 'Unidentified X-wing squadron']",1.0
Réillatas_niece,Plop Dribble's,0.0
SaKalla,[],
Sabine_Wren,"['Alliance to Restore the Republic', 'Riot Squadron', 'New Republic', 'Riot Squadron']",1.0
Sablix_Veen,"['Royal House of Alderaan', 'Galactic Republic', 'Alderaanian delegation']",1.0
Sabo,"['New Mandalorians', 'Ruling Council', 'Galactic Republic', 'Council of Neutral Systems', 'Mandalore resistance']",0.6
Sabé,"['Nightbrothers', 'Sith', 'Confederacy of Independent Systems', 'Shadow Collective']",-0.75
Sabés_mother,"['Dagoyan Order', 'Bahk-tov Council']",1.0
Sache_Skareet,Gatherers,1.0
Saché,"['Onderon rebels', 'Galactic Republic', 'Royal Court of Onderon', 'Royal Onderon Militia', 'Partisans', 'Alliance to Restore the Republic']",1.0
Sadao_Emtri,"['Galactic Empire', 'Nashtah Squadron']",-1.0
Sadori_Vushan,"['Jedi Order', 'Bear Clan']",1.0
Saelt-Marae,"['First Order', 'Stormtrooper corps']",-1.0
Saesee_Tiin,"['First Order', 'Stormtrooper Corps']",-1.0
Saff_Melor,[],
Safwan,[],
Sagwa,"['Galactic Republic', 'Grand Army of the Republic']",1.0
Saitorr_Kal_Fas,"['Galactic Republic', 'Delta Squad']",1.0
Saile_Minnau,Scorza's gang,0.0
Sakas,Byne Guild,0.0
Sakhet,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Sakhets_son,[],
Salacious_B._Crumb,[],
Salaka_Kuchimba,"['Galactic Republic', 'Tango Company']",1.0
Salikk,Jedi Order,1.0
Salju,Bespin Wing Guard,1.0
Salporin,[],
Saltbite,[],
Sama_Macoy,[],
Samara,"['Alliance to Restore the Republic', 'Phoenix Squadron']",1.0
Sammo_Quid,"['Jedi Order', 'Galactic Republic', 'Grand Army of the Republic', 'Galactic Empire', 'Inquisitorius']",0.2
Samnel_Peers,[],
Sampa,The Smuggler,1.0
San_Hill,Mining Guild,0.0
Sana_Starros,[],
Sana_Starross_brother,Seezelslak's Cantina,0.0
Sanjay_Rash,"['An aerial circus', 'Resistance', 'Resistance Starfighter Corps', 'Exegol air team']",0.75
Sannab_Ro,"['Galactic Republic', 'Office of the Chancellor']",1.0
Sansizia_Chreet,"['New Republic', 'New Republic Security Bureau']",1.0
Santigo_Milon,Pijal capital city cantina,0.0
Saponza,"[""Selda's cantina"", 'Raada resistance']",0.5
Sar_Labooda,[],
Sarb_Iltage,[],
Sarco_Plank,[],
Sardis_Ramsin,[],
Sari_Nadle,Utapau Skyforce,1.0
Sart_Juloss,"['Galactic Empire', 'Imperial Army', 'Imperial Broadcast']",-1.0
Sash_Ketter,[],
Sassi,Resistance,1.0
Sata,"['Jedi Order', 'Jedi assault team', 'Galactic Republic']",1.0
Sata_Neek,[],
Sateen_Vestswe,"['Alliance to Restore the Republic', 'Rebel Alliance Special Forces', 'Rogue One']",1.0
Satine_Kryze,Sugi's bounty hunters,0.0
Savage_Opress,[],
Savatte,"['Galactic Republic', 'Delta Squad']",1.0
Savi,[],
Saw_Gerrera,"['Galactic Empire', 'Brotherhood of Wire and Bone']",-0.5
Sax_Hastur,"['First Order', 'Elite Praetorian Guard']",-1.0
Saylind_Donels,"['Jedi Order', 'Galactic Empire', 'Inquisitorius']",-0.3333333333333333
SB-3709,[],
SC-4044,Arratu Station,0.0
Scoggan,"['Galactic Empire', 'Naval Intelligence Agency', 'Inferno Squad', 'Dreamers']",-0.5
Sconto,"['Galactic Republic', 'Senate Commandos']",1.0
Scontos_father,"['Jedi Order', 'Jedi High Council', 'Jedi assault team', 'Galactic Republic', 'Kamino security']",0.8
Scorch,"['Jedi Order', 'Galactic Republic']",1.0
Scorza,[],
Scover_Byne,"['Galactic Republic', 'Shadow Squadron']",1.0
Scruff-Cheek,"['Galactic Republic', 'Shadow Squadron']",1.0
Scurto_Tobbs,"['Galactic Republic', 'Shadow Squadron']",1.0
Scyre,"['Galactic Republic', 'Shadow Squadron']",1.0
Scythe_(clone_trooper),"['Galactic Republic', 'Shadow Squadron']",1.0
Sean,Lawquanes,1.0
Seb_Astro,"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Sebla_Sarobia,Cad Bane's group,0.0
Seboca,[],
Sebulba,"['Galactic Republic', 'Galactic Republic Navy', 'Galactic Empire', ""Imperial Navy's officer corps"", '204th Imperial Fighter Wing']",-0.2
Secon_Daree,"['First Order', '709th Legion']",-1.0
Second_Sister,[],
Seek,"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",-1.0
Seer_Bankosh,"['Galactic Empire', '204th Imperial Fighter Wing']",-1.0
Seevor,"['Galactic Empire', 'Stormtrooper Corps', 'Imperial Officer Corps']",-1.0
Seevors_father,[],
Seezelslak,Alliance to Restore the Republic,1.0
Seftin_Vanik,"['Alliance to Restore the Republic', 'Green Squadron', 'Starlight Squadron', 'Rebel Fleet Command', 'New Republic', 'Civilian Defense Force']",1.0
Sei_Taria,[],
Sela_Trune,Partisans,1.0
Selbie,"['Galactic Empire', '224th Imperial Armored Division']",-1.0
Selda,"['Resistance', 'Resistance army']",1.0
Selder_Psalm,Jabba Desilijic Tiure's criminal empire,-1.0
Seles,"['Resistance', 'Resistance Starfighter Corps']",1.0
Selif_Xam,[],
Sella,Galactic Empire,-1.0
Senin_Vant,[],
Senjax,[],
Senna,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Seossra_Thwisp,Nightsisters,-1.0
Sephjet_Josall,"['Galactic Republic', 'Alderaanian delegation']",1.0
Sera,"['Galactic Empire', 'Titan Squadron']",-1.0
Serchill_Rostok,[],
Seripas,[],
Serj_Ukkarian,"['Interstellar Collections Limited', ""Bounty Hunters' Guild"", 'Credit recovery division']",0.0
Sev,Sovereign Latitudes of Maracavanya,0.0
Sev_Cataban,Canto Bight racetrack,0.0
Seven-Seven_Dirgeos,New Republic,1.0
Seventh_Guard,"['Alliance to Restore the Republic', 'Alliance Army']",1.0
Seventh_Sister,[],
Sevox,"['Skywalker family', 'Lars family']",1.0
Seylon,"['Galactic Empire', 'Theta Squadron']",-0.5
Seyn_Marana,Zenowai Crime Society,0.0
SG-1984,"['Alliance to Restore the Republic', 'Alliance Fleet']",1.0
Shaak_Ti,"['Trade Spine League', 'Uprising']",0.5
Shadday_Potkin,"['Galactic Empire', 'Task Force 99']",-1.0
Shadow_(veermok),Chalmun's Spaceport Cantina,0.0
Shadow_Four,"['Alliance to Restore the Republic', 'Danger Squadron', 'New Republic', 'Inferno Squad', 'Resistance', 'Inferno Squad', 'Dross Squadron']",0.42857142857142855
Shadow_Seven,[],
Shadow_Six,"['Commerce Guild', 'Confederacy of Independent Systems', 'Separatist Council']",-0.3333333333333333
Shadow_Ten,"['Kingdom of Shu-Torun', 'Galactic Empire']",-1.0
Shadow_Twelve,[],
Shaeeah_Lawquane,"['Galactic Empire', '204th Imperial Fighter Wing']",-1.0
Shaef_Corssin,The Smuggler,1.0
Shahan_Alama,"['Trade Federation', 'Confederacy of Independent Systems']",0.0
Shai_Tennem,"['First Order', 'First Order Navy']",-1.0
Shakara_Nuress,"['Galactic Empire', 'Imperial Security Bureau']",-1.0
Shakel,New Mandalorians,1.0
Shalla_Mondatha,"[""Sidon Ithano's crew"", 'Resistance', 'Exegol landing team']",0.6666666666666666
Shan_(Captain),Galactic Empire,-1.0
Shana_(pilot),"['Jedi Order', 'Hawkbat Clan', 'Jedi High Council', 'Galactic Republic']",1.0
Shann_Childsen,[],
Shar,"['Alliance to Restore the Republic', 'Red Squadron']",1.0
Shara_(rebel),"['Galactic Republic', 'Galactic Senate', 'Office of the Chancellor']",1.0
Shara_Bey,"['Galactic Republic', 'Galactic Senate']",1.0
Shari,Disciples of the Whills,1.0
Sharima,Cloud-Riders,1.0
Sharlu_Greslin,"['Galactic Republic', 'Galactic Republic Navy']",1.0
Sharp_(Resistance),"['Galactic Republic', 'Galactic Senate']",1.0
Shasa_Tiel,"['Aloo family', 'Galactic Empire']",-1.0
Shasa_Zaro,"['Sith Eternal', 'Final Order']",-1.0
Shawburn,Jedi Order,1.0
Sheard,"['Galactic Empire', 'Imperial Security Bureau', 'New Republic', ""Norra Wexley's team""]",0.0
Sheb_Valaad,[],
Sheb_Valaads_father,[],
Sheckil,"['Galactic Republic', '104th Battalion']",1.0
Shelish,[],
Sheltay_Retrac,"['Galactic Republic', 'Royal House of Naboo', 'Naboo Royal Advisory Council']",0.3333333333333333
Shen,Galactic Republic,1.0
Shenda_Mol,Haxion Brood,0.0
Sheree,"['New Republic', 'New Republic Defense Fleet']",1.0
Shesslaria,Pastoria kingdom,0.0
Shi_Shu,"['Galactic Republic', 'Ministry of Science', 'Galactic Empire', 'Kyber crystal research team']",-0.5
Shifting_Sands,Wilhuff Tarkin's hunting team,-1.0
Shilmar_Iggson,"['Central Isopter', 'Son-tuul Pride', 'Alliance to Restore the Republic', 'Extraction Team Misericorde']",0.5
Shin,[],
Shizu,Scyre,0.0
Shmi_Skywalker_Lars,"['Galactic Empire', 'Imperial Army', 'Imperial Officer Corps']",-1.0
Shockwave,Kouhun,0.0
Shoja_Ko,[],
Shollan,[],
Shortpaw,Skahvi Renlow's crew,0.0
Shrap,"['Galactic Republic', 'Grand Army of the Republic', 'Moonglow Polychemical']",0.3333333333333333
Shrem,"['Galactic Republic', ""Slick's unit""]",1.0
Shriv_Suurgav,Nokk's clan,0.0
Shryo,"['Galactic Empire', 'Stormtrooper Corps', ""Ubrik Adelhard's Imperial remnant""]",-1.0
Shu_Mai,Ohnaka Gang,0.0
Shu-Torun_royalty,Skraik's gang,0.0
Shuma_Kalamo,Nodo's shipyard,0.0
Shymon,"['First Order', 'Warbird gang']",-0.5
Si_Pebi,"['Galactic Empire', 'Imperial Starfighter Corps']",-1.0
Sib_Canay,"['Hutt Clan', 'Jedi Order', 'Jedi High Council', 'Royal House of Naboo', 'Galactic Republic', 'Loyalist Committee', '501st Legion', 'Delegation of 2', '000', 'Office of the Chancellor', 'Sith Order', 'Galactic Empire', 'Imperial Senate', 'Imperial High Command', 'Death Squadron', 'Elder Houses', 'House of Organa', ""Bail Organa's resistance movement"", 'Alliance to Restore the Republic', 'Red Squadron', 'Heroes of Yavin', 'Alliance High Command', 'Rogue Squadron', 'Endor strike team', 'Bright Tree tribe', 'New Republic', 'Security council', 'New Republic Pilots Commission', 'Populists', ""Han Solo's shipping company"", 'Resistance', 'Knights of Ren', 'First Order']",0.3333333333333333
Sibos_Tammis,"['Galactic Republic', 'Blue Squadron']",1.0
Sid_Uddra,"['Galactic Empire', ""Imperial Navy's officer corps"", 'Sector Command']",-0.6666666666666666
Siddiq,"['Galactic Republic', ""Slick's unit"", 'Confederacy of Independent Systems']",0.6666666666666666
Sidon_Ithano,"['Galactic Republic', 'Grand Army of the Republic']",1.0
Sienar_family,Zenowai Crime Society,0.0
Sifo-Dyas,[],
Sifo-Dyas_father,[],
Sila_Kott,[],
Silman,"['Galactic Republic', 'Office of the Chancellor', 'Galactic Empire']",0.3333333333333333
Silood,[],
Silvanie_Phest,[],
Silvasu_Fi,Bobbajo,1.0
Silver_(clone_trooper),"['Alliance to Restore the Republic', 'Corona Squadron']",1.0
Silya_Shessaun,Graballa the Hutt,0.0
Sim_Aloo,Garnac's hunting guild,0.0
Simero_Quonit,"['First Order', 'Stormtrooper Corps']",-1.0
Simmix,[],
Simpi,"['First Order', 'Warbird gang']",-0.5
Sinjir_Rath_Velus,[],
Sinjir_Rath_Veluss_grandmother,Club Deeja,0.0
Sinjir_Rath_Veluss_mother,[],
Sinker,"['Sith', 'First Order']",-1.0
Sinrich,Canto Casino and Racetrack,0.0
Sio_Bibble,Garnac's hunting guild,0.0
Sionver_Boll,[],
Sir_Chogs,Jedi Order,1.0
Sirai,"['First Order', 'First Order military']",-1.0
Siroc,Naberrie family,0.0
Sirro_Argonne,[],
Sissian,"['Galactic Republic', 'Confederacy of Independent Systems']",0.5
Sister_Six,Confederacy of Independent Systems,0.0
Sitter,Confederacy of Independent Systems,0.0
Siv,"['Alliance to Restore the Republic', 'Alliance Army']",1.0
Siward_Cass,"['Corellian Engineering Corporation', 'White Worms', 'Galactic Empire', 'Carida Academy', 'Carida Squadron', 'Onyx Squadron', '224th Imperial Armored Division', 'Crimson Dawn', ""Beckett's gang"", ""Jabba Desilijic Tiure's criminal empire"", 'Alliance to Restore the Republic', 'Heroes of Yavin', 'Endor strike team', 'Pathfinders', 'Kingdom of Han', 'Bright Tree tribe', 'New Republic', 'New Republic Pilots Commission', 'Security council', 'Populists', 'Elder Houses', 'House of Organa', 'Jedi Order', ""Han Solo's shipping company"", 'Resistance', 'First Order', 'Knights of Ren']",0.037037037037037035
Sixess,[],
Sixtat,[],
Skaak_Tippers_(slicer),Canto Bight Police Department,0.0
Skahvi_Renlow,"['Dark side of the Force', 'Force wielders']",0.0
Skelly,"['New Mandalorians', 'Royal Academy of Government', 'Mandalore resistance']",1.0
Sketch,[],
Skikkesk,Unidentified syndicate,0.0
Skokare,Unidentified syndicate,0.0
Skoogia,"['Galactic Empire', 'Saber Squadron']",-1.0
Skragg,"['Galactic Republic', ""Depa Billaba's battalion"", ""Depa Billaba's second battalion""]",1.0
Skraik,"['Jedi Order', 'Jedi assault team']",1.0
Skreech,"['Galactic Empire', ""Imperial Navy's officer corps"", '204th Imperial Fighter Wing']",-1.0
Skreek,[],
Skutu,Haxion Brood,0.0
Skywalker_family,"['Ivax Syndicate', 'Data Seekers']",0.5
Slammer,[],
Slavin,"['Royal House of Naboo', 'Galactic Empire', 'Alliance to Restore the Republic']",0.0
Slick,[],
Slim,"['Galactic Empire', 'Scarif Deployment', 'Surface Command', 'Imperial Officer Corps']",-1.0
Slim_Jek,Data Seekers,1.0
Slowen_Lo,[],
Sluncan,"['Galactic Empire', 'Imperial Ninety-Seventh Stormtrooper Legion']",0.0
Slussen_Urla-fir_Kal_Kethin-wa_Canker,"['Galactic Empire', 'Imperial Ninety-Seventh Stormtrooper Legion']",0.0
Sly_Moore,"['Galactic Empire', 'Junior Academy of Applied Sciences', 'Vocational School for Institutional Security', 'Garel City cell']",-0.25
Slyyth,"['Galactic Empire', 'Royal Imperial Academy']",-1.0
Smaatku,"['Galactic Empire', '204th Imperial Fighter Wing']",-1.0
Smeep,[],
Smikes,[],
Smiley_(Nexu),Twi'lek Resistance,1.0
Smokey,Galactic Republic,1.0
Smug,Sidon Ithano's crew,0.0
SN-1208,[],
Snappy,[],
Snarl,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Snatcher,Galactic Empire,-1.0
Snes,Jedi Order,1.0
Snet_Groot,"['Galactic Empire', 'Apprentice Legislature']",0.0
Snoke,Clan Rrrt,-1.0
Soburi_Hannemtin,Kkkt's clan,0.0
Sochek,"['Sith Eternal', 'Sith Eternal army']",-1.0
Sol_Charless,"['Sith Eternal', 'Sith Eternal army']",-1.0
Sol_Mogra,"['Jedi Order', 'Jedi assault team']",1.0
Sol_Rivas,Duro Interstellar Freight and Shipping,0.0
Sola_Naberrie,"['Galactic Republic', 'Lightning Squadron']",1.0
Solar_Promenade,[],
Solha,[],
Solhas_brother,"['Galactic Empire', 'Imperial Army', 'Blizzard Force']",-1.0
Solhas_sister,"['Jedi Order', 'Medical Corps', 'Jedi assault team', 'Jedi High Council', 'Galactic Republic', 'Grand Army of the Republic']",1.0
Solls,"['First Order', 'Omega Squadron']",-1.0
Solo_family,"['Garel City cell', 'Resistance', 'Resistance navy', 'Resistance High Command']",1.0
Somaled_New,"['Partisans', 'Dreamers']",1.0
Somareeva,"['Galactic Empire', '224th Imperial Armored Division', 'Imperial Officer Corps']",-1.0
Sommel_Atandu,"['Onderon rebels', 'Galactic Republic', 'Royal Court of Onderon', 'Royal Onderon Militia']",1.0
Son,Oga's thugs,0.0
Soniee,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Sonsigo,Galactic Empire,-1.0
Soo-Tath,[],
Soo-Taths_brother,Ferren Barr's disciples,1.0
Soontir_Fel,"['Galactic Empire', 'Imperial Security Bureau']",-1.0
Soot,"['Jedi Order', 'Jedi High Council', 'Galactic Republic']",1.0
Sora_Bulq,Canto Bight Police Department,0.0
Soran_Keize,"['Galactic Republic', '332nd Division']",1.0
Sorath,"['Galactic Republic', 'Grand Army of the Republic']",1.0
Sorc_Tormo,[],
Sorka,Razzi Syndicate,0.0
Sosear_Latta,[],
Sosha_Soruna,[],
Sotna_Reat,Unidentified human tribe,0.0
Sotorus_Ramda,"['Resistance', 'Blue Squadron']",1.0
Soussho,"['Galactic Republic', 'Galactic Senate']",1.0
Sowa_Chuan,"['Galactic Republic', 'Alderaanian delegation']",1.0
SP-113,"['Alliance to Restore the Republic', 'Rebel Alliance Special Forces', 'Rogue One']",1.0
SP-156,Tico family,1.0
Spanjaf_family,Mantis crew,1.0
Spenc_Orbar,Gannis Ducain,1.0
Spitsy,Niima Outpost Militia,0.0
Splugorra,"['Takodana Castle', 'Docking Bay 7 Food and Cargo']",0.5
Spots_Podal,"['Galactic Republic', 'Republic Military', 'Galactic Empire', 'Uprising']",0.5
Spudwee,[],
Squawk_(Quarren),[],
Squeaky_(Gamorrean),"['Galactic Republic', ""Depa Billaba's battalion"", ""Depa Billaba's second battalion"", 'Galactic Empire', 'Stormtrooper Corps']",0.2
Squill,[],
Squoxx,"['Galactic Empire', 'Death Squadron', ""Imperial Navy's officer corps""]",-1.0
SS-922,[],
Ssaria,[],
Sskeer,"['First Order', 'First Order Navy']",-1.0
Sssamm_Ashsssen,Shag Kava,-1.0
Sssl,"[""Sugi's bounty hunters"", 'Hutt Clan']",0.0
Sssp,[],
ST-A1215,[],
ST-I4191,"['Galactic Empire', 'Nashtah Squadron']",-1.0
Sta-Den_Eekin,Confederacy of Independent Systems,0.0
Staaysha_Dekkr,First Order,-1.0
Stak,Confederacy of Independent Systems,0.0
Stallo,Figrin D'an and the Modal Nodes,0.0
Stam_Groundling,[],
Starck,"['Galactic Republic', 'Galactic Senate']",1.0
Stass_Allie,"['New Republic', 'New Republic Defense Fleet', 'Galaxy Beacon', 'Resistance', 'Black Squadron', 'Corellian Team One']",0.5
Static_(pilot),Surat Nuat's gang,0.0
Statura_family,[],
Staven,[],
Staz,University of Bar'leth,-1.0
Steela_Gerrera,"['Hutt Clan', 'Galactic Empire']",-0.5
Steely_Carl,Lawquanes,1.0
Steen_Borkas,[],
Stel,"['Galactic Empire', 'Imperial Security Bureau']",-1.0
Stels_uncle,Gungan Grand Army,1.0
Stell,"['Galactic Republic', 'Delegation of 2', '000']",0.6666666666666666
Stellan,"['Galactic Republic', 'Group Two']",1.0
Stellan_Gios,"['Hutt Clan', 'Kuari PrincessMax Rebo Band', ""Jabba Desilijic Tiure's criminal empire"", 'Lady Valaria']",-0.25
Stepheden_Thaldree,[],
Sterling,White Worms,-1.0
Stew_(clone_gunner),[],
Steya,[],
Sticky_Fingers,Gatto Gang,0.0
Stim,[],
Stin,"['Galactic Empire', 'Imperial Military', 'Imperial Army']",-1.0
Stoke,"['Galactic Empire', 'Imperial Military', 'Imperial Army']",-1.0
Stomeroni_Starck,"['Warbird gang', 'Colossus']",0.5
Stonk,"['Galactic Republic', ""Heater's squad""]",1.0
Stonroy_Soma,"[""Twi'lek Resistance"", 'Galactic Republic', 'Free Ryloth Movement', 'Alliance to Restore the Republic', 'Spectres', 'Phoenix Squadron', 'Alliance High Command', 'Gamma Group', 'New Republic', 'Barma Battle Group']",1.0
Stordan_Tonc,Syphacc's Bountiful Bounties,0.0
Storm,Jedi Order,1.0
Stowaway_(Bogling),[],
Strater,[],
Streehn,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Strono_Tuggs,Resistance,1.0
Strulka,[],
Strunk,"['Galactic Republic', 'Galactic Republic Navy', 'Galactic Empire', 'Imperial Navy', 'Carida Academy']",-0.2
Sturg_Ganna,Melodic Order,1.0
Styles,Alliance to Restore the Republic,1.0
Sua_Tood,Twi'lek Resistance,1.0
Suba_(lieutenant),[],
Subject_478-98,"['Galactic Republic', 'Shadow Squadron']",1.0
Subject_6391-A,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Suday_Bascus,"['Galactic Republic', 'Senate Guard']",1.0
Sudswater_Dillifay_Glon,"['TaggeCo', 'Galactic Empire', 'Imperial Officer Corps', 'Joint Chiefs', 'Imperial Army']",-1.0
Sugi_(bounty_hunter),[],
Sugis_sister,"['Royal House of Naboo', 'Galactic Republic', 'Grand Army of the Republic']",0.6666666666666666
